title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
تیبا، صندوق دار,1394,"100,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,خاکستری,یک لکه رنگ,"با سلام
تک برگ سند.کم کار.موتوری سالم شاسی ها پلمپ.یک گلگیر عقب کف دست رنگ.خط و خش جزئی.",passenger_car,1.5 لیتر,4 سیلندر M15,13 ثانیه,"270,000,000"
تیبا، هاچ بک,1401,"42,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"سالم، خونگی
 دوربین دنده عقب
زیرپای سه بعدی",hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"360,000,000"
سمند، LX,1397,"176,000 km",دنده ای,7.5 لیتر در صد کیلومتر,نوک مدادی,کرم,بدون رنگ,ماشین از صفر دست خودم بوده و پا معامله تخفیف جزیی داده میشود,passenger_car,1.7 لیتر,4 سیلندر EF7,12 ثانیه,"400,000,000"
دیگنیتی، پرایم,1402,"4,600 km",اتوماتیک,7.3 لیتر در صد کیلومتر,سفید,مارون,بدون رنگ,رینگ ده پر فروش نقدی,crossover,1.5 لیتر,4 سیلندر توربوشارژ (SFG15T),13 ثانیه,"1,850,000,000"
پژو، پارس,1396,"125,000 km",دنده ای,7.5 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ,"سلام و عرض ادب 
سند تکبرگ
تاریخ بیمه از سوم شهریور هست که در قیمتگذاری لحاظ کردم .
معاینه فنی دارد 
پلاک را لازم دارم",passenger_car,1.6 لیتر,4 سیلندر TU5,13.2 ثانیه,"555,000,000"
تیبا، هاچ بک,1397,"136,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,طوسی,بدون رنگ,با سلام بسیار سالم و تمیز بدون تصادف،فنی فوق العاده سالم، تمامی مصرفی ها به تازگی تعویض شده، دارای مانیتور اندروید بزرگ،دزدگیر، سنسوره دنده عقب، دوربین دنده عقب، کفی سه بعدی روکش، شیشه دودی ، خلاصه فول تمام با کلیه لوازم . قیمت فوق بدون لوازم‌ ذکر شده هست,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"310,000,000"
پژو، 206,1397,"60,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,خودرو فنی و موتوری کاملا سالم و کم کارکرد واقعی,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"460,000,000"
هیوندای، سوناتا هیبرید,2017,"72,000 km",اتوماتیک,4.7 لیتر در صد کیلومتر,سفید صدفی,سرمه ای,یک لکه رنگ,"فول کامل  ۲ ساب،بسیار تمیز،
مقداری از گلگیر عقب سمت چپ رنگشدگی دارد،الباقی بدونه خط و خش و لیسه ،و بدونه ضربه",passenger_car,2 لیتر,4 سیلندر GDi با موتورالکتریکی,9.3 ثانیه,"3,150,000,000"
پژو، 206,1395,"195,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,دو لکه رنگ,"سلام 
دو تا سر گلگیر رنگ داره شاسی عقب جلو پلمپ
ماشین چند تا لیسه گیری داره موتور گیربکسش عالی",hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"365,000,000"
پژو، 207,1398,"90,000 km",اتوماتیک,7.1 لیتر در صد کیلومتر,مشکی,خاکستری,یک لکه رنگ,,hatchback,1.6 لیتر,4 سیلندر TU5,12.6 ثانیه,"740,000,000"
پراید، 131,1395,"143,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,نوک مدادی,یک لکه رنگ,,passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"245,000,000"
نیسان، تی ینا,2010,"200,000 km",اتوماتیک,,سفید,مشکی,دور رنگ,سلام سقف ستون کاپوت و صندوق بی رنگ پایین درب ها رنگ هست بدون تصادف رنگ شدگی به علت مالیدگی فول hi vip,passenger_car,,,,"1,680,000,000"
تارا، اتوماتیک V2,1402,"6,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"مشابه صفر
شیشه ها دودی
بیمه بدنه
کف پوش سه بعدی
لطفا فقط تماس",passenger_car,1.6 لیتر,4 سیلندر TU5 پلاس,13 ثانیه,"850,000,000"
نیسان، تی ینا,2014,"11,000 km",اتوماتیک,,سفید,مشکی,بدون رنگ," سنددست اول   بدون خط و نقطه
کاملا مثل صفر
 ",passenger_car,,,,"3,280,000,000"
جک، S5,1400,"65,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,مشکی,مشکی,چند لکه رنگ,ماشین دست خودمون بوده بدنه یکم ضعیف نیاز به تعمیرات داره اما موتوری اکیه,crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,170,000,000"
کی ام سی، T8,1400,"35,000 km",دنده ای,,مشکی,مشکی,بدون رنگ,معاوضه با لاماری ۱۴۰۲ به بعد انجام می شود. برای بازدید از ساعت ۱۰ صبح تا ۷ عصر در خدمت هستم. روی ماشین هیچگونه وسیله ای نصب نشده و مشابه کارخانه می باشد. تمامی سرویس ها بجای ۱۰ هزار تا در ۵ هزار تا در نمایندگی کرمان موتور انجام شده.  ترخیص اسفند ۱۴۰۰ میباشد. آفرود و غیره نرفته. بی رنگ حتی سپر ها. دلالان عزیز لطفاً برای وقت خود ارزش قائل باشید چون فقط به مصرف کننده فروخته میشود. تخفیف جرئی پای معامله.,pickup,2.0 لیتر,4 سیلندر توربوشارژ یورو5,,"1,310,000,000"
ام وی ام، X33,1391,"215,000 km",دنده ای,6.9 لیتر در صد کیلومتر,مشکی,کرم,بدون رنگ,موتور تازه تعمیر(دی ماه گذشته) سه تا مانیتور دوربین دنده عقب،یک کف دست دوتا گلگیرای جلو رنگه،سنسور دنده عقب با نمایشگر فاصله روکش نو دور فرمانی دوختنی کفپوش سه بعدی کمکها تازه تعمیر سرویسها بصورت منظم و دوره ای انجام شده. تخفیف ویژه پای معامله,crossover,2 لیتر,4 سیلندر,12 ثانیه,"513,000,000"
رنو، تندر 90,1397,"90,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,مشکی,گلگیر تعویض,خودرو دارای دزد گیر پیشرفته- اکولایزر -روکش صندلی-شیشه بالابر اتومات -بیمه یکساله-لاستیک در حد 95 درصد بدون  تصادف,passenger_car,1.6 لیتر,4 سیلندر,10.2 ثانیه,"700,000,000"
هایما، S5,1397,"56,000 km",اتوماتیک,8 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"بدون خط و خش حتی سپرها ,کارکرد واقعی تک برگ سند 4 حلقه لاستیک نو تازه انداختم روش,ماشین به رویت صفر",crossover,1.5 لیتر,4 سیلندر توربوشارژ,9 ثانیه,"1,150,000,000"
هیوندای، آزرا (گرنجور),2019,"71,000 km",اتوماتیک,8.3 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,passenger_car,2.4 لیتر,4 سیلندر GDi,9.7 ثانیه,"6,700,000,000"
ام وی ام، X22,1399,"68,000 km",دنده ای,5.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,ماشین سالم و به شرط,crossover,1.5 لیتر,4 سیلندر,12 ثانیه,"770,000,000"
پژو، 206,1398,"72,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,کاپوت تعویض,"فنی بسیار عالی،کاپوت و گلگیر تعویض شده 
ولی خوردگی ها شدید نبوده،یک لکه رنگ،شاسی ها پلمپ،",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"490,000,000"
کیا، کادنزا,2012,"170,000 km",اتوماتیک,9.4 لیتر در صد کیلومتر,نقره ای,مشکی,بدون رنگ,تمام فول ،صندلی ماساژور ، سردکن گرم کن صندلی ،سیستم اینفینیتی،موس صندلی عقب،نورپردزی داخل اتاق،فول ایربگ،مانیتور جدید،بسیار تمیز,passenger_car,3.5 لیتر,6 سیلندر,7.2 ثانیه,"3,200,000,000"
کیا، اپتیما,2015,"127,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,با حساسیت نگهداری شده و تمام سرویس ها بموقع انجام شده ، فنی و بدنه فوق العاده سالم ، بدنه تازه پولیش شده ، ۴ حلقه لاستیک نکسن ۹۹ درصد ، تمامی مصرفی ها تازه تعویض شده با فاکتور بدون تعویض ،بدون تصادف، بدون خوردگی ، داخل کابین بدون پارگی و ساییدگی ۲ گرم ۲ سرد ، ساب جلو و عقب ، سیستم صوتی اینفینیتی اتوهلد و ترمز پارک برقی ، مموری صندلی ، اکو درایو ، سیستم ولکام ،سقف پانوراما فقط معاوضه با تویوتا تخفیف فقط فقط پای معامله,passenger_car,2.4 لیتر,4 سیلندر MPI,10 ثانیه,"2,850,000,000"
کیا، موهاوی,2011,"135,000 km",اتوماتیک,12.8 لیتر در صد کیلومتر,تیتانیوم,مشکی,بدون رنگ,فول کامل و بدون خط و خش .خودرو از سال٩٣دست بنده اس.دو برگ سند.هر چهار هزار کیلومتر سرویس روغن شده و با حساسیت بالا نگهداری شده.تنها قطعه ای که از این ماشین تعویض شده لنتهای جلومیباشد.موتور گیربکس و دفرانسیل هنوز اچار نیفتاده.ماشین کلا بشرط فروخته میشه.از کیلومترش گرفته تا بدنه و فنی.معاوضه نمیشه,suv,4.6 لیتر,8 سیلندر,7 ثانیه,"3,900,000,000"
کیا، ریو (مونتاژ),1389,"300,000 km",دنده ای,7 لیتر در صد کیلومتر,سفید,نقره ای,دو لکه رنگ,"از نظر فنی هیچگونه خرج و مخارجی ندارد تمامی تعویضی ها انجام شده و نو 
دو گلگیر رنگ میباشد 
شاسی ها پلمپ و سالم",passenger_car,1.5 لیتر,4 سیلندر,11.3 ثانیه,"340,000,000"
رنو، مگان (مونتاژ),1390,"235,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ,بسیار تمیز شاسی و موتور پلمپ بدون سر و صدا پرقدرت بازدید و خرید,passenger_car,2 لیتر,4 سیلندر,9.4 ثانیه,"1,150,000,000"
ام وی ام، X22 PRO,1401,"35,000 km",اتوماتیک,,مشکی,مشکی,بدون رنگ,خیلی تمیز. فروش بعلت مسافرت,crossover,1.0 لیتر,3 سیلندر توربوشارژ,,"950,000,000"
پژو، 405,1398,"114,000 km",دنده ای,9 لیتر در صد کیلومتر,خاکستری,کرم,یک لکه رنگ,با سلام خودروی فوق از لحاظ فنی ،بدنه و اتاق بسیار تمیز و مرتب میباشد. خودرو در شرایط خوبی نگهداری شده و مناسب برای مصرف کننده میباشد. روکش صندلی،پاور ویندوز،چهار حلقه لاستیک نو،کولر روشن،کفپوش صندوق و اتاق،۵ماه بیمه,passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"429,000,000"
ام وی ام، 315هاچ بک,1397,"23,000 km",دنده ای,6.3 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,در حد نو ، بدون ۱ ریال خرج مصرفی به موقع تعویض شده بدون کوچکترین مشکل بدون کوچکترین خط و خش روکش ها چرم فابریک بسیار تمیز سیستم صوتی به همراه Subwoofer فابریک برند Vifa مانیتور ، دوربین دنده عقب ، روف رک ، ولکام لایت و ... بازدید = خرید به واسطه و دلال فروخته نمیشود.,hatchback,1.5 لیتر,4 سیلندر,11.8 ثانیه,"560,000,000"
پروتون، جن تو,2007,"180,000 km",دنده ای,,سفید,کرم,دور رنگ,فنی سالم سالم بدون کوچکترین هزینه مصرفی ها تازه تعویض شامل : تسمه تایم ،شمع ها ، دیسک جلو ، لنت عقب و جلو معاینه فنی یک سال کولر روشن سند آماده انتقال  مانیتور اندروید و دوربین عقب بیمه تا ۲۵ آبان خریدار واقعی تماس بگیره ,passenger_car,,,,"280,000,000"
کیا، اپتیما,2016,"97,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,سفید صدفی,مشکی,بدون رنگ,خودرو فول اطلس خودرو میباشد با اتوپارک ۵ گرم دوسرد هارمن  بدون صافکاری و لیسه در حد صفر ,passenger_car,2.4 لیتر,4 سیلندر GDI,9.5 ثانیه,"4,000,000,000"
کوییک، دنده ای S,1402,"13,000 km",دنده ای,7.1 لیتر در صد کیلومتر,نوک مدادی,مشکی,بدون رنگ,سلام ، ماشین از صفر دست خودم هستش، کاملا سالم.. نو.. سرویس های دوره ای انجام شده. برای اطلاعات بیشتر و هماهنگی تماس بگیرید ,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"375,000,000"
پژو، 206,1393,"155,000 km",دنده ای,6.4 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,از لحاظ فنی و بدنه به شرط صحت و سلامت، و هیچگونه هزینه ای ندارد.,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"445,000,000"
پژو، 206,1388,"218,000 km",دنده ای,6.4 لیتر در صد کیلومتر,خاکستری,مشکی,یک لکه رنگ,ماشین‌ سند دست دوم ، فنی و‌موتوری سالم ، دیسک و صفحه و تسمه تایم تازه عوض شده لاستیک ها ۸۰ درصد,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"315,000,000"
پژو، 207,1401,"34,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,باسلام ماشین کاملا سالم بدون هیچ ایرادی فقط  می‌باشد,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"695,000,000"
دوو، سیلو,1376,"140,000 km",دنده ای,6.3 لیتر در صد کیلومتر,سرمه ای,نوک مدادی,چند لکه رنگ,ماشین کم کار سالم بدون تصادف مدارک کامل آماده انتقال فنی کلا سالم لاستیک نو بیمه معاینه تمام اپشنها سالم کم مصرف پرشتاب یدکی فراوان نقدی یا معاوضه با پراید تیبا ساینا مدل حداقل 97,passenger_car,1.5 لیتر,4 سیلندر MPFI,12.5 ثانیه,"250,000,000"
پژو، پارس,1399,"170,000 km",دنده ای,7.5 لیتر در صد کیلومتر,سفید,بژ,بدون رنگ,ماشین دو لکه آبرنگ بدون بتونه دارد،سینی پشت چراغ و سینی عقب خوردگی جزیی دارد با برگه کارشناسی,passenger_car,1.6 لیتر,4 سیلندر TU5,13.2 ثانیه,"540,000,000"
پژو، 405,1390,"184,000 km",دنده ای,9 لیتر در صد کیلومتر,نقره ای,بژ,بدون رنگ,"از صفر دست خودم بوده
شیشه دودی
روکش صندلی جدید و سالم
چهار حلقه لاستیک دوماه پیش نو شده اند
کنسول داره (زیر آرنجی)
دزدگیر
ضبط فلش خور",passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"300,000,000"
برلیانس، H230,1395,"220,000 km",دنده ای,6.4 لیتر در صد کیلومتر,نقره ای,مشکی,چند لکه رنگ,سلام ماشین فنی سالم مقداری از کاپوت و گلگیر سمت شاگرد رنگ جفت گلگیر های عقب دور هلال چرخ رنگ برای مالیدگی صندوق عقب رنگ درها و سقف و ستون بیرنگ ماشین سالم و سر حال شیشه ها دودی امریکایی دزدگیر کابین مرتب ۹ ماه معاینه فنی داره تمام مصرفی هاش عوض شده از لنت و روغن و… ماشین خط و خش و قرش گی دارد قیمت خوب گذاشتم با این میلغ پراید و تیبا میذن که این یه سر و گردن لولش بالاتر سواری عالی داره با اتومات تا ۷۰۰ تعویض میکنم,passenger_car,1.5 لیتر,4 سیلندر BM15L,11.6 ثانیه,"370,000,000"
پژو، 206,1397,"54,000 km",دنده ای,6.4 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,بدنه و فنی سالم ,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"450,000,000"
جک، S5,1397,"67,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,صافکاری بدون رنگ,ماشین کاملا خونگی (لطفا مصرف کننده تماس بگیرد),crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,150,000,000"
پیکان، وانت,1387,"420,000 km",دنده ای,9 لیتر در صد کیلومتر,سفید,مشکی,دور رنگ,,pickup,1.7 لیتر,4 سیلندر OHVG2 دوگانه سوز,12.7 ثانیه,"180,000,000"
جک، S3,1401,"13,000 km",اتوماتیک,7.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,کاملا سالم.مصرف کننده هستم.فروش فقط به مصرف کننده.تمام بازدیدهای دوره ای در نمایندگی‌.,crossover,1.6 لیتر,4 سیلندر,10.8 ثانیه,"965,000,000"
کوییک، دنده ای R,1401,"36,500 km",دنده ای,7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"کاملا مشابه نو بدون خط و خش 
فنی سالم
بیمه شخص ثالث ۶ ماه
دارای دزدگیر چیتا (قابل شارژ)
دارای چراغ های هدلایت و کفی سه بعدی
دارای دکمه داخلی صندوق پران
زاپاس زیر ماشین نرفته",hatchback,1.5 لیتر,4 سیلندر M15 یورو4,13 ثانیه,"365,000,000"
پژو، 206,1395,"104,000 km",دنده ای,6.4 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,فنی سالم شیشه دودی. بیمه تا پایان فروردین ۱۴۰۴ با تخفیف کامل،نصب باند حرفه ای رو طاقچه عقب،قفل کاپوت،قفل زاپاس،ماشین کاملا سالم و بی نقص،باید بازدید بفرمایید و‌تفاوتش رو‌با ماشین های دیگه ببینید.,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"405,000,000"
تیبا، هاچ بک,1394,"138,000 km",اتوماتیک,6.9 لیتر در صد کیلومتر,سفید,طوسی,دو لکه رنگ,سلام،ماشین اتوماتیکه و گیربکس zf روش نصب شده، •شیشه های عقب برقی •آینه های بقل برقی •دزد گیر •روکش صندلی چرمی،کف پوش •ضبط مانیتور دار •به همراه آمپلی فایر و باند سونی •دوربین دنده عقب •سنسور دنده عقب • لاستیکها 100 ٪ • مصرفیها 1ماهه قبل رسیدگی شده • بیمه 6 ماه دارد • گلگیر جلو سمت راننده و روی کاپوت رنگ میباشد قیمت رو مناسب گذاشتم چون به پول احتیاج دارم(ماشین به اسمم افتاده)سند آزاد,hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"298,000,000"
هیوندای، سانتافه,2015,"140,000 km",اتوماتیک,9.4 لیتر در صد کیلومتر,سفید صدفی,مشکی,یک لکه رنگ,وا۰ایربگ.بیمه بدنه.لاستیک۱۰۰درصد.کلیه سرویسها تازه انجام گردیده.وارداتی سفارش عمان,crossover,2.4 لیتر,4 سیلندر MPi (موتور GDI سفارشی),11.6 ثانیه,"2,950,000,000"
دنا، پلاس EF7,1401,"15,500 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سفید,سفید,بدون رنگ,,passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10 ثانیه,"810,000,000"
پژو، پارس,1400,"63,000 km",دنده ای,9.1 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ,دوستان عزیز تمام تعویضیها انجام شده زاپاس نومی باشد فقط بی واسطه کارشناسی ماشین باخریدار,passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"545,000,000"
پژو، 206,1397,"62,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,خودرو از صفر دست دانشجو تو تهران بود. بیمه شخص ثالث و کارت طلایی‌ تا ۱۴۰۳/۰۳/۲۳ لاستیک جلو نو ، زاپاس دست نخورده،,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"500,000,000"
جک، S5,1400,"18,400 km",اتوماتیک,7.7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"موتور ۲۰۰۰ توربو
تمام فابریک
لوازم جانبی :
گارد جلو و عقب
رکاب
کف پوش سه بعدی
کف پوش صندوق عقب
شیشه دودی
روکش فابریک
ردیاب شنوددار
بیمه ۱۰ ماه دارد
مانیتور سرصندلی",crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,420,000,000"
مزدا، وانت دوکابين,1389,"410,000 km",دنده ای,,نقره ای,طوسی,گلگیر تعویض,پایه گاز سوز موتور تعمیر کامل گلگیر سمت راننده تعویض شاسی ها سالم و بدون ضربه خودرو باری استفاده نشد  سواری عالی کمکها سالم داخلی بدون ضعف دارای کولر سالم مقداری از کاپوت آفتاب سوختگی تخفیف جزیی پای معامله ,pickup,,,,"440,000,000"
تویوتا، کمری,2008,"230,000 km",اتوماتیک,8.2 لیتر در صد کیلومتر,آبی,کرم,بدون رنگ,تخفیف جزئی پای معامله به خریدار .. خودرو کارمندی هشت سال دست خودم بوده,passenger_car,2.4 لیتر,4 سیلندر,10.5 ثانیه,"1,280,000,000"
پژو، 207,1400,"40,000 km",دنده ای,6.6 لیتر در صد کیلومتر,مشکی,خاکستری,بدون رنگ,"مستقیم از فروشنده 
بی عیب و نقص 
قیمت منصفانه",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"650,000,000"
پژو، 207,1402,"23,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ," ارتقا یافته
دارای سیستم tpms کنترل پایداری کنترل حرکت در شیب 
بدون خط و خش 
دارای کارا طلایی ۴ ستاره",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"735,000,000"
پژو، 206,1398,"100,000 km",دنده ای,6.4 لیتر در صد کیلومتر,گیلاسی,مشکی,بدون رنگ,"لطفا خریدار واقعی تماس بگیرد
تخفیف پای معامله
خط و خش جزئی دارد",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"500,000,000"
برلیانس، H320,1397,"124,000 km",اتوماتیک,6.5 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,سرویس های دوره‌ای به صورت منظم انحام شده‌است.,hatchback,1.65 لیتر,4 سیلندر (BM16LB),13.1 ثانیه,"750,000,000"
تویوتا، پرادو  چهار در,2013,"83,000 km",اتوماتیک,13 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,استثنایی ترین  بشرط ایرتویا  مشابه صفر یک برگ سند از کمپانی  معاوضه با خودرو ارزانتر  70 درصد الباقی قابل اقساط,suv,4 لیتر,6 سیلندر,9 ثانیه,"12,700,000,000"
پراید، 131,1396,"200,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,نقره ای,کامل رنگ,"سلام و درود ماشین فنی کاملا سالم شاسی پلمپ فقط رنگ زیاد داره که میگیم کامل رنگ سقف و ستون که جای بحث نداشته باشه، اما ۴ تا رینگ و لاستیک کاملا نو انداختم ،تو دوزی، جلو بندی، صحفه کلاچ، کمک عقب،تسمه تایم ، اور پمپ، همگی امسال عوض کردم
خدای زیرپا عالی در حد،درخدمتم",passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"160,000,000"
تویوتا، لندکروز چهار در,2013,"90,500 km",اتوماتیک,13.4 لیتر در صد کیلومتر,سفید صدفی,مشکی,بدون رنگ,فیس لیفت ۲۰۲۰ توسط آرت سنتر کیانفر کلیه لوازم فیس قبلی موجود تک تک. کلیه کلیدهای داخلی فیس لیفت فعال. بدون نمونه در ایران س.قف جیر هیچ قسمت خودرو آچار تعمیرات نخورده دوربین ۳۶۰ آینه جانبی برقی رادار جانبی فعال,suv,4 لیتر,6 سیلندر,11 ثانیه,"20,500,000,000"
پژو، 206,1385,"245,000 km",دنده ای,6.4 لیتر در صد کیلومتر,خاکستری,مشکی,دور رنگ,دارای چند لکه بیشتر بخاطر زیبایی رنگ شده رخ در حد مدل بالاتر،فنی سالم دیسک وصفحه سرسیلندر جلو بندی اکسل عقب باطری تسمه تایم دینام... همگی تعویض شده و کولر روشن ،،،دارای کیلس استارتر و رینگ اسپرت و کف پایی سه بعدی و دزدگیر ،،فقط به مصرف کننده میفروشم,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"240,000,000"
پراید، 131,1393,"155,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,طوسی,بدون رنگ,"کارشناسی شده سر شاسی سمت راننده جوش دارد به علت افتادن درجوب
تست کبسول گازتاچار سال
ماینه فتی
باطری و تمام لوازم نو
بیمه ۱۰ماه
فنی تماما نو",passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"250,000,000"
فولکس، تیگوان,2018,"49,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"با کیت سوخت و هوک عقب
فول کامل
بدنه بدون  لیسه و خط و خش به شرط کارشناسی
لطفا فقط تماس بگیرید",crossover,2 لیتر,4 سیلندر توربوشارژ,7.7 ثانیه,"5,600,000,000"
پژو، 405,1372,"17,000 km",دنده ای,9 لیتر در صد کیلومتر,یشمی,کرم,دور رنگ,"سلام 
کامل سالم",passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"155,000,000"
کیا، سراتو کوپ,2010,"196,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سفید,مشکی,چند لکه رنگ,بدنه تیکه تیکه رنگ به اسم دور رنگ میدم سر شاسی جولو شاگرد خیلی جزیی خوردگی دارد خیلی کم بیمه کامل کیت اگزوز به ارزش ۲۰ میلیون تومان با تشکر ,coupe,2 لیتر,4 سیلندر,8.8 ثانیه,"1,190,000,000"
جک، S3,1400,"81,000 km",اتوماتیک,7.6 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,,crossover,1.6 لیتر,4 سیلندر,10.8 ثانیه,"925,000,000"
رانا، پلاس,1400,"24,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,passenger_car,1.6 لیتر,4 سیلندر TU5 یورو5,12 ثانیه,"530,000,000"
ام وی ام، 530,1391,"180,000 km",دنده ای,7 لیتر در صد کیلومتر,نوک مدادی,کرم,بدون رنگ,"با عرض سلام 
کم کار واقعی 
موتور کاملا سالم 
تسمه تایم و هرزگرد ها به تازگی تعویض شده به همراه کلیه مصرفی ها(بلبرینگ ها)
کمک فنر ها بی صدا-زیر و بند سالم
کولر بسیار خنک(گاز کولر به تازگی شارژ شده)
ادوات برقی ماشین تماما سالم هستند
همگی کارهای ماشین انجام شده
دیسک و صفحه به تازگی عوض شده کامل
بدنه هیچ افتاب سوختگی ندارد!!
شاسی های عقب و جلو کاملا سالم هستند
موتور پرشتاب ۲۰۰۰(زیر پا عالی و نرم)
بدون هر گونه اِرور
صندلی های چرم سالم و فابریک به همراه روکش صندلی
دارای ۲ کیسه هوای سرنشینان جلو
دارای ترمز ABS
چهار‌چرخ دیسکی
چراغ مه شکن عقب و ",passenger_car,2 لیتر,4 سیلندر,12.5 ثانیه,"400,000,000"
زوتی، آریو,1397,"130,000 km",اتوماتیک,7.2 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"فنی سالم 
قیمت مقطوع",passenger_car,1.6 لیتر,4 سیلندر,11.5 ثانیه,"600,000,000"
تویوتا، لندکروز چهار در,2008,"300,000 km",اتوماتیک,13.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,suv,4 لیتر,6 سیلندر,11 ثانیه,"10,000,000,000"
پراید، 131,1396,"140,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,طوسی,بدون رنگ,سلام ماشین سالم هست مناسب مصرف کننده سرویس ها به موقعه انجام شده لوازم مصرفی به تازگی تعویض شده لاستیک ها ۸۰ درصد دزدگیر ظبط و باند روکش صندلی کف پایی قفل ها عوض شده قفل لاستیک کاپوت و در ها و سویچ مخفی برای امنیت بیشتر ماشین مایل به معاوضه با اطلس سفید یا مشکی ۴۰۲ یا ۴۰۳ G هستم,passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"260,000,000"
